OrderId,CustomerId,EmployeeId,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry
10388,72,2,2020-06-21 08:20:21.627,2020-07-19 08:20:21.627,2020-06-22 08:20:21.627,1,34.86,Seven Seas Imports,90 Wadhurst Rd.,London,NULL,OX15 4NB,UK
10389,10,4,2020-06-22 08:20:21.627,2020-07-20 08:20:21.627,2020-06-26 08:20:21.627,2,47.42,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10390,20,6,2020-06-25 08:20:21.627,2020-07-23 08:20:21.627,2020-06-28 08:20:21.627,1,126.38,Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria
10391,17,3,2020-06-25 08:20:21.627,2020-07-23 08:20:21.627,2020-07-03 08:20:21.627,3,5.45,Drachenblut Delikatessen,Walserweg 21,Aachen,NULL,52066,Germany
10392,59,2,2020-06-26 08:20:21.627,2020-07-24 08:20:21.627,2020-07-04 08:20:21.627,3,122.46,Piccolo und mehr,Geislweg 14,Salzburg,NULL,5020,Austria
10393,71,1,2020-06-27 08:20:21.627,2020-07-25 08:20:21.627,2020-07-06 08:20:21.627,3,126.56,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10394,36,1,2020-06-27 08:20:21.627,2020-07-25 08:20:21.627,2020-07-06 08:20:21.627,3,30.34,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA
10395,35,6,2020-06-28 08:20:21.627,2020-07-26 08:20:21.627,2020-07-06 08:20:21.627,1,184.41,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10396,25,1,2020-06-29 08:20:21.640,2020-07-13 08:20:21.640,2020-07-09 08:20:21.640,3,135.35,Frankenversand,Berliner Platz 43,München,NULL,80805,Germany
10397,60,5,2020-06-29 08:20:21.640,2020-07-27 08:20:21.640,2020-07-05 08:20:21.640,1,60.26,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,NULL,1756,Portugal
10398,71,2,2020-07-02 08:20:21.640,2020-07-30 08:20:21.640,2020-07-12 08:20:21.640,3,89.16,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10399,83,8,2020-07-03 08:20:21.640,2020-07-17 08:20:21.640,2020-07-11 08:20:21.640,3,27.36,Vaffeljernet,Smagsloget 45,Århus,NULL,8200,Denmark
10400,19,1,2020-07-04 08:20:21.640,2020-08-01 08:20:21.640,2020-07-19 08:20:21.640,3,83.93,Eastern Connection,35 King George,London,NULL,WX3 6FW,UK
10401,65,1,2020-07-04 08:20:21.640,2020-08-01 08:20:21.640,2020-07-13 08:20:21.640,1,12.51,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10402,20,8,2020-07-05 08:20:21.640,2020-08-16 08:20:21.640,2020-07-13 08:20:21.640,2,67.88,Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria
10403,20,4,2020-07-06 08:20:21.640,2020-08-03 08:20:21.640,2020-07-12 08:20:21.640,3,73.79,Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria
10404,49,2,2020-07-06 08:20:21.640,2020-08-03 08:20:21.640,2020-07-11 08:20:21.640,1,155.97,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,NULL,24100,Italy
10405,47,1,2020-07-09 08:20:21.660,2020-08-06 08:20:21.660,2020-07-25 08:20:21.660,1,34.82,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
10406,62,7,2020-07-10 08:20:21.660,2020-08-21 08:20:21.660,2020-07-16 08:20:21.660,1,108.04,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil
10407,56,2,2020-07-10 08:20:21.660,2020-08-07 08:20:21.660,2020-08-02 08:20:21.660,2,91.48,Ottilies Käseladen,Mehrheimerstr. 369,Köln,NULL,50739,Germany
10408,23,8,2020-07-11 08:20:21.660,2020-08-08 08:20:21.660,2020-07-17 08:20:21.660,1,11.26,Folies gourmandes,"184, chaussée de Tournai",Lille,NULL,59000,France
10409,54,3,2020-07-12 08:20:21.660,2020-08-09 08:20:21.660,2020-07-17 08:20:21.660,1,29.83,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,NULL,1010,Argentina
10410,10,3,2020-07-13 08:20:21.660,2020-08-10 08:20:21.660,2020-07-18 08:20:21.660,3,2.40,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10411,10,9,2020-07-13 08:20:21.660,2020-08-10 08:20:21.660,2020-07-24 08:20:21.660,3,23.65,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10412,87,8,2020-07-16 08:20:21.660,2020-08-13 08:20:21.660,2020-07-18 08:20:21.660,2,3.77,Wartian Herkku,Torikatu 38,Oulu,NULL,90110,Finland
10413,41,3,2020-07-17 08:20:21.660,2020-08-14 08:20:21.660,2020-07-19 08:20:21.660,2,95.66,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,NULL,31000,France
10414,21,2,2020-07-17 08:20:21.660,2020-08-14 08:20:21.660,2020-07-20 08:20:21.660,3,21.48,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil
10415,36,3,2020-07-18 08:20:21.660,2020-08-15 08:20:21.660,2020-07-27 08:20:21.660,1,0.20,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA
10416,87,8,2020-07-19 08:20:21.660,2020-08-16 08:20:21.660,2020-07-30 08:20:21.660,3,22.72,Wartian Herkku,Torikatu 38,Oulu,NULL,90110,Finland
10417,73,4,2020-07-19 08:20:21.673,2020-08-16 08:20:21.673,2020-07-31 08:20:21.673,3,70.29,Simons bistro,Vinbæltet 34,Kobenhavn,NULL,1734,Denmark
10418,63,4,2020-07-20 08:20:21.673,2020-08-17 08:20:21.673,2020-07-27 08:20:21.673,1,17.55,QUICK-Stop,Taucherstraße 10,Cunewalde,NULL,01307,Germany
10419,68,4,2020-07-23 08:20:21.673,2020-08-20 08:20:21.673,2020-08-02 08:20:21.673,2,137.35,Richter Supermarkt,Starenweg 5,Genève,NULL,1204,Switzerland
10420,88,3,2020-07-24 08:20:21.673,2020-08-21 08:20:21.673,2020-07-30 08:20:21.673,1,44.12,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil
10421,61,8,2020-07-24 08:20:21.673,2020-09-04 08:20:21.673,2020-07-30 08:20:21.673,1,99.23,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil
10422,27,2,2020-07-25 08:20:21.673,2020-08-22 08:20:21.673,2020-08-03 08:20:21.673,1,3.02,Franchi S.p.A.,Via Monte Bianco 34,Torino,NULL,10100,Italy
10423,31,6,2020-07-26 08:20:21.673,2020-08-09 08:20:21.673,2020-08-27 08:20:21.673,3,24.50,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,04876-786,Brazil
10424,51,7,2020-07-26 08:20:21.673,2020-08-23 08:20:21.673,2020-07-30 08:20:21.673,2,370.61,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10425,41,6,2020-07-27 08:20:21.673,2020-08-24 08:20:21.673,2020-08-17 08:20:21.673,2,7.93,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,NULL,31000,France
10426,29,4,2020-07-30 08:20:21.673,2020-08-27 08:20:21.673,2020-08-09 08:20:21.673,1,18.69,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,NULL,8022,Spain
10427,59,4,2020-07-30 08:20:21.673,2020-08-27 08:20:21.673,2020-09-03 08:20:21.673,2,31.29,Piccolo und mehr,Geislweg 14,Salzburg,NULL,5020,Austria
10428,66,7,2020-07-31 08:20:21.673,2020-08-28 08:20:21.673,2020-08-07 08:20:21.673,1,11.09,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,NULL,42100,Italy
10429,37,3,2020-08-01 08:20:21.673,2020-09-12 08:20:21.673,2020-08-10 08:20:21.673,2,56.63,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10430,20,4,2020-08-02 08:20:21.690,2020-08-16 08:20:21.690,2020-08-06 08:20:21.690,1,458.78,Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria
10431,10,4,2020-08-02 08:20:21.690,2020-08-16 08:20:21.690,2020-08-10 08:20:21.690,2,44.17,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10432,75,3,2020-08-03 08:20:21.690,2020-08-17 08:20:21.690,2020-08-10 08:20:21.690,2,4.34,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA
10433,60,3,2020-08-06 08:20:21.690,2020-09-03 08:20:21.690,2020-09-04 08:20:21.690,3,73.83,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,NULL,1756,Portugal
10434,24,3,2020-08-06 08:20:21.690,2020-09-03 08:20:21.690,2020-08-16 08:20:21.690,2,17.92,Folk och fä HB,Åkergatan 24,Bräcke,NULL,S-844 67,Sweden
10435,16,8,2020-08-07 08:20:21.690,2020-09-18 08:20:21.690,2020-08-10 08:20:21.690,2,9.21,Consolidated Holdings,Berkeley Gardens 12 Brewery,London,NULL,WX1 6LT,UK
10436,7,3,2020-08-08 08:20:21.690,2020-09-05 08:20:21.690,2020-08-14 08:20:21.690,2,156.66,Blondel père et fils,"24, place Kléber",Strasbourg,NULL,67000,France
10437,87,8,2020-08-08 08:20:21.690,2020-09-05 08:20:21.690,2020-08-15 08:20:21.690,1,19.97,Wartian Herkku,Torikatu 38,Oulu,NULL,90110,Finland
10438,79,3,2020-08-09 08:20:21.690,2020-09-06 08:20:21.690,2020-08-17 08:20:21.690,2,8.24,Toms Spezialitäten,Luisenstr. 48,Münster,NULL,44087,Germany
10439,51,6,2020-08-10 08:20:21.690,2020-09-07 08:20:21.690,2020-08-13 08:20:21.690,3,4.07,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10440,71,4,2020-08-13 08:20:21.690,2020-09-10 08:20:21.690,2020-08-31 08:20:21.690,2,86.53,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10441,55,3,2020-08-13 08:20:21.707,2020-09-24 08:20:21.707,2020-09-14 08:20:21.707,2,73.02,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA
10442,20,3,2020-08-14 08:20:21.707,2020-09-11 08:20:21.707,2020-08-21 08:20:21.707,2,47.94,Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria
10443,66,8,2020-08-15 08:20:21.707,2020-09-12 08:20:21.707,2020-08-17 08:20:21.707,1,13.95,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,NULL,42100,Italy
10444,5,3,2020-08-15 08:20:21.707,2020-09-12 08:20:21.707,2020-08-24 08:20:21.707,3,3.50,Berglunds snabbköp,Berguvsvägen 8,Luleå,NULL,S-958 22,Sweden
10445,5,3,2020-08-16 08:20:21.707,2020-09-13 08:20:21.707,2020-08-23 08:20:21.707,1,9.30,Berglunds snabbköp,Berguvsvägen 8,Luleå,NULL,S-958 22,Sweden
10446,79,6,2020-08-17 08:20:21.707,2020-09-14 08:20:21.707,2020-08-22 08:20:21.707,1,14.68,Toms Spezialitäten,Luisenstr. 48,Münster,NULL,44087,Germany
10447,67,4,2020-08-17 08:20:21.707,2020-09-14 08:20:21.707,2020-09-07 08:20:21.707,2,68.66,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil
10448,64,4,2020-08-20 08:20:21.707,2020-09-17 08:20:21.707,2020-08-27 08:20:21.707,2,38.82,Rancho grande,Av. del Libertador 900,Buenos Aires,NULL,1010,Argentina
10449,7,3,2020-08-21 08:20:21.707,2020-09-18 08:20:21.707,2020-08-30 08:20:21.707,2,53.30,Blondel père et fils,"24, place Kléber",Strasbourg,NULL,67000,France
10450,84,8,2020-08-22 08:20:21.707,2020-09-19 08:20:21.707,2020-09-11 08:20:21.707,2,7.23,Victuailles en stock,"2, rue du Commerce",Lyon,NULL,69004,France
10451,63,4,2020-08-22 08:20:21.707,2020-09-05 08:20:21.707,2020-09-12 08:20:21.707,3,189.09,QUICK-Stop,Taucherstraße 10,Cunewalde,NULL,01307,Germany
10452,71,8,2020-08-23 08:20:21.707,2020-09-20 08:20:21.707,2020-08-29 08:20:21.707,1,140.26,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10453,4,1,2020-08-24 08:20:21.707,2020-09-21 08:20:21.707,2020-08-29 08:20:21.707,2,25.36,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK
10454,41,4,2020-08-24 08:20:21.707,2020-09-21 08:20:21.707,2020-08-28 08:20:21.707,3,2.74,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,NULL,31000,France
10455,87,8,2020-08-27 08:20:21.707,2020-10-08 08:20:21.707,2020-09-03 08:20:21.707,2,180.45,Wartian Herkku,Torikatu 38,Oulu,NULL,90110,Finland
10456,39,8,2020-08-28 08:20:21.707,2020-10-09 08:20:21.707,2020-08-31 08:20:21.707,2,8.12,Königlich Essen,Maubelstr. 90,Brandenburg,NULL,14776,Germany
10457,39,2,2020-08-28 08:20:21.720,2020-09-25 08:20:21.720,2020-09-03 08:20:21.720,1,11.57,Königlich Essen,Maubelstr. 90,Brandenburg,NULL,14776,Germany
10458,76,7,2020-08-29 08:20:21.720,2020-09-26 08:20:21.720,2020-09-04 08:20:21.720,3,147.06,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,NULL,B-6000,Belgium
10459,84,4,2020-08-30 08:20:21.720,2020-09-27 08:20:21.720,2020-08-31 08:20:21.720,2,25.09,Victuailles en stock,"2, rue du Commerce",Lyon,NULL,69004,France
10460,24,8,2020-08-31 08:20:21.720,2020-09-28 08:20:21.720,2020-09-03 08:20:21.720,1,16.27,Folk och fä HB,Åkergatan 24,Bräcke,NULL,S-844 67,Sweden
10461,46,1,2020-08-31 08:20:21.720,2020-09-28 08:20:21.720,2020-09-05 08:20:21.720,3,148.61,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10462,16,2,2020-09-03 08:20:21.720,2020-10-01 08:20:21.720,2020-09-18 08:20:21.720,1,6.17,Consolidated Holdings,Berkeley Gardens 12 Brewery,London,NULL,WX1 6LT,UK
10463,76,5,2020-09-04 08:20:21.720,2020-10-02 08:20:21.720,2020-09-06 08:20:21.720,3,14.78,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,NULL,B-6000,Belgium
10464,28,4,2020-09-04 08:20:21.720,2020-10-02 08:20:21.720,2020-09-14 08:20:21.720,2,89.00,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,NULL,1675,Portugal
10465,83,1,2020-09-05 08:20:21.720,2020-10-03 08:20:21.720,2020-09-14 08:20:21.720,3,145.04,Vaffeljernet,Smagsloget 45,Århus,NULL,8200,Denmark
10466,15,4,2020-09-06 08:20:21.720,2020-10-04 08:20:21.720,2020-09-13 08:20:21.720,1,11.93,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,SP,05432-043,Brazil
10467,49,8,2020-09-06 08:20:21.720,2020-10-04 08:20:21.720,2020-09-11 08:20:21.720,2,4.93,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,NULL,24100,Italy
10468,39,3,2020-09-07 08:20:21.720,2020-10-05 08:20:21.720,2020-09-12 08:20:21.720,3,44.12,Königlich Essen,Maubelstr. 90,Brandenburg,NULL,14776,Germany
10469,89,1,2020-09-10 08:20:21.720,2020-10-08 08:20:21.720,2020-09-14 08:20:21.720,1,60.18,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10470,9,4,2020-09-11 08:20:21.720,2020-10-09 08:20:21.720,2020-09-14 08:20:21.720,2,64.56,Bon app',"12, rue des Bouchers",Marseille,NULL,13008,France
10471,11,2,2020-09-11 08:20:21.720,2020-10-09 08:20:21.720,2020-09-18 08:20:21.720,3,45.59,B's Beverages,Fauntleroy Circus,London,NULL,EC2 5NT,UK
10472,72,8,2020-09-12 08:20:21.737,2020-10-10 08:20:21.737,2020-09-19 08:20:21.737,1,4.20,Seven Seas Imports,90 Wadhurst Rd.,London,NULL,OX15 4NB,UK
10473,38,1,2020-09-13 08:20:21.737,2020-09-27 08:20:21.737,2020-09-21 08:20:21.737,3,16.37,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK
10474,58,5,2020-09-13 08:20:21.737,2020-10-11 08:20:21.737,2020-09-21 08:20:21.737,2,83.49,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,NULL,05033,Mexico
10475,76,9,2020-09-14 08:20:21.737,2020-10-12 08:20:21.737,2020-10-05 08:20:21.737,1,68.52,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,NULL,B-6000,Belgium
10476,35,8,2020-09-17 08:20:21.737,2020-10-15 08:20:21.737,2020-09-24 08:20:21.737,3,4.41,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10477,60,5,2020-09-17 08:20:21.737,2020-10-15 08:20:21.737,2020-09-25 08:20:21.737,2,13.02,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,NULL,1756,Portugal
10478,84,2,2020-09-18 08:20:21.737,2020-10-02 08:20:21.737,2020-09-26 08:20:21.737,3,4.81,Victuailles en stock,"2, rue du Commerce",Lyon,NULL,69004,France
10479,65,3,2020-09-19 08:20:21.737,2020-10-17 08:20:21.737,2020-09-21 08:20:21.737,3,708.95,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10480,23,6,2020-09-20 08:20:21.737,2020-10-18 08:20:21.737,2020-09-24 08:20:21.737,2,1.35,Folies gourmandes,"184, chaussée de Tournai",Lille,NULL,59000,France
10481,67,8,2020-09-20 08:20:21.737,2020-10-18 08:20:21.737,2020-09-25 08:20:21.737,2,64.33,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil
10482,43,1,2020-09-21 08:20:21.737,2020-10-19 08:20:21.737,2020-10-11 08:20:21.737,3,7.48,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,WA,99362,USA
10483,89,7,2020-09-24 08:20:21.737,2020-10-22 08:20:21.737,2020-10-26 08:20:21.737,2,15.28,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10484,11,3,2020-09-24 08:20:21.737,2020-10-22 08:20:21.737,2020-10-02 08:20:21.737,3,6.88,B's Beverages,Fauntleroy Circus,London,NULL,EC2 5NT,UK
10485,47,4,2020-09-25 08:20:21.753,2020-10-09 08:20:21.753,2020-10-01 08:20:21.753,2,64.45,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
10486,35,1,2020-09-26 08:20:21.753,2020-10-24 08:20:21.753,2020-10-03 08:20:21.753,2,30.53,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10487,62,2,2020-09-26 08:20:21.753,2020-10-24 08:20:21.753,2020-09-28 08:20:21.753,2,71.07,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil
10488,25,8,2020-09-27 08:20:21.753,2020-10-25 08:20:21.753,2020-10-03 08:20:21.753,2,4.93,Frankenversand,Berliner Platz 43,München,NULL,80805,Germany
10489,59,6,2020-09-28 08:20:21.753,2020-10-26 08:20:21.753,2020-10-10 08:20:21.753,2,5.29,Piccolo und mehr,Geislweg 14,Salzburg,NULL,5020,Austria
10490,35,7,2020-10-01 08:20:21.753,2020-10-29 08:20:21.753,2020-10-04 08:20:21.753,2,210.19,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10491,28,8,2020-10-01 08:20:21.753,2020-10-29 08:20:21.753,2020-10-09 08:20:21.753,3,16.96,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,NULL,1675,Portugal
10492,10,3,2020-10-02 08:20:21.753,2020-10-30 08:20:21.753,2020-10-12 08:20:21.753,1,62.89,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10493,41,4,2020-10-03 08:20:21.753,2020-10-31 08:20:21.753,2020-10-11 08:20:21.753,3,10.64,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,NULL,31000,France
10494,15,4,2020-10-03 08:20:21.767,2020-10-31 08:20:21.767,2020-10-10 08:20:21.767,2,65.99,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,SP,05432-043,Brazil
10495,42,3,2020-10-04 08:20:21.767,2020-11-01 08:20:21.767,2020-10-12 08:20:21.767,3,4.65,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,BC,V3F 2K1,Canada
10496,81,7,2020-10-05 08:20:21.767,2020-11-02 08:20:21.767,2020-10-08 08:20:21.767,2,46.77,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,SP,05634-030,Brazil
10497,44,7,2020-10-05 08:20:21.767,2020-11-02 08:20:21.767,2020-10-08 08:20:21.767,1,36.21,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,NULL,60528,Germany
10498,35,8,2020-10-08 08:20:21.767,2020-11-05 08:20:21.767,2020-10-12 08:20:21.767,2,29.75,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10499,46,4,2020-10-09 08:20:21.767,2020-11-06 08:20:21.767,2020-10-17 08:20:21.767,2,102.02,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10500,41,6,2020-10-10 08:20:21.767,2020-11-07 08:20:21.767,2020-10-18 08:20:21.767,1,42.68,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,NULL,31000,France
10501,6,9,2020-10-10 08:20:21.767,2020-11-07 08:20:21.767,2020-10-17 08:20:21.767,3,8.85,Blauer See Delikatessen,Forsterstr. 57,Mannheim,NULL,68306,Germany
10502,58,2,2020-10-11 08:20:21.767,2020-11-08 08:20:21.767,2020-10-30 08:20:21.767,1,69.32,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,NULL,05033,Mexico
10503,37,6,2020-10-12 08:20:21.767,2020-11-09 08:20:21.767,2020-10-17 08:20:21.767,2,16.74,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10504,89,4,2020-10-12 08:20:21.767,2020-11-09 08:20:21.767,2020-10-19 08:20:21.767,3,59.13,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10505,51,3,2020-10-15 08:20:21.767,2020-11-12 08:20:21.767,2020-10-22 08:20:21.767,3,7.13,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10506,39,9,2020-10-16 08:20:21.767,2020-11-13 08:20:21.767,2020-11-02 08:20:21.767,2,21.19,Königlich Essen,Maubelstr. 90,Brandenburg,NULL,14776,Germany
10507,3,7,2020-10-16 08:20:21.767,2020-11-13 08:20:21.767,2020-10-23 08:20:21.767,1,47.45,Antonio Moreno Taquería,Mataderos 2312,México D.F.,NULL,05023,Mexico
10508,56,1,2020-10-17 08:20:21.783,2020-11-14 08:20:21.783,2020-11-13 08:20:21.783,2,4.99,Ottilies Käseladen,Mehrheimerstr. 369,Köln,NULL,50739,Germany
10509,6,4,2020-10-18 08:20:21.783,2020-11-15 08:20:21.783,2020-10-30 08:20:21.783,1,0.15,Blauer See Delikatessen,Forsterstr. 57,Mannheim,NULL,68306,Germany
10510,71,6,2020-10-19 08:20:21.783,2020-11-16 08:20:21.783,2020-10-29 08:20:21.783,3,367.63,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10511,9,4,2020-10-19 08:20:21.783,2020-11-16 08:20:21.783,2020-10-22 08:20:21.783,3,350.64,Bon app',"12, rue des Bouchers",Marseille,NULL,13008,France
10512,21,7,2020-10-22 08:20:21.783,2020-11-19 08:20:21.783,2020-10-25 08:20:21.783,2,3.53,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil
10513,86,7,2020-10-23 08:20:21.783,2020-12-04 08:20:21.783,2020-10-29 08:20:21.783,1,105.65,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,NULL,70563,Germany
10514,20,3,2020-10-23 08:20:21.783,2020-11-20 08:20:21.783,2020-11-16 08:20:21.783,2,789.95,Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria
10515,63,2,2020-10-24 08:20:21.783,2020-11-07 08:20:21.783,2020-11-23 08:20:21.783,1,204.47,QUICK-Stop,Taucherstraße 10,Cunewalde,NULL,01307,Germany
10516,37,2,2020-10-25 08:20:21.783,2020-11-22 08:20:21.783,2020-11-01 08:20:21.783,3,62.78,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10517,53,3,2020-10-25 08:20:21.783,2020-11-22 08:20:21.783,2020-10-30 08:20:21.783,3,32.07,North/South,South House 300 Queensbridge,London,NULL,SW7 1RZ,UK
10518,80,4,2020-10-26 08:20:21.783,2020-11-09 08:20:21.783,2020-11-05 08:20:21.783,2,218.15,Tortuga Restaurante,Avda. Azteca 123,México D.F.,NULL,05033,Mexico
10519,14,6,2020-10-29 08:20:21.783,2020-11-26 08:20:21.783,2020-11-01 08:20:21.783,3,91.76,Chop-suey Chinese,Hauptstr. 31,Bern,NULL,3012,Switzerland
10520,70,7,2020-10-30 08:20:21.783,2020-11-27 08:20:21.783,2020-11-01 08:20:21.783,1,13.37,Santé Gourmet,Erling Skakkes gate 78,Stavern,NULL,4110,Norway
10521,12,8,2020-10-30 08:20:21.783,2020-11-27 08:20:21.783,2020-11-02 08:20:21.783,2,17.22,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,NULL,1010,Argentina
10522,44,4,2020-10-31 08:20:21.783,2020-11-28 08:20:21.783,2020-11-06 08:20:21.783,1,45.33,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,NULL,60528,Germany
10523,72,7,2020-11-01 08:20:21.800,2020-11-29 08:20:21.800,2020-11-30 08:20:21.800,2,77.63,Seven Seas Imports,90 Wadhurst Rd.,London,NULL,OX15 4NB,UK
10524,5,1,2020-11-01 08:20:21.800,2020-11-29 08:20:21.800,2020-11-07 08:20:21.800,2,244.79,Berglunds snabbköp,Berguvsvägen 8,Luleå,NULL,S-958 22,Sweden
10525,9,1,2020-11-02 08:20:21.800,2020-11-30 08:20:21.800,2020-11-23 08:20:21.800,2,11.06,Bon app',"12, rue des Bouchers",Marseille,NULL,13008,France
10526,87,4,2020-11-05 08:20:21.800,2020-12-03 08:20:21.800,2020-11-15 08:20:21.800,2,58.59,Wartian Herkku,Torikatu 38,Oulu,NULL,90110,Finland
10527,63,7,2020-11-05 08:20:21.800,2020-12-03 08:20:21.800,2020-11-07 08:20:21.800,1,41.90,QUICK-Stop,Taucherstraße 10,Cunewalde,NULL,01307,Germany
10528,32,6,2020-11-06 08:20:21.800,2020-11-20 08:20:21.800,2020-11-09 08:20:21.800,2,3.35,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA
